model_name,strategy_args,model_params,mae,mse,rmse,mape,smape,mase,wape,msmape,mae_norm,mse_norm,rmse_norm,mape_norm,smape_norm,mase_norm,wape_norm,msmape_norm,file_name,fit_time,inference_time,actual_data,inference_data,log_info
SWAN,"{""deterministic"": ""efficient"", ""horizon"": 96, ""num_rollings"": 48000, ""save_true_pred"": false, ""seed"": 2021, ""strategy_name"": ""rolling_forecast"", ""stride"": 1, ""target_channel"": [-1], ""train_ratio_in_tv"": {""AQShunyi.csv"": 0.75, ""AQWan.csv"": 0.75, ""ETTh1.csv"": 0.75, ""ETTh2.csv"": 0.75, ""ETTm1.csv"": 0.75, ""ETTm2.csv"": 0.75, ""PEMS03.csv"": 0.75, ""PEMS04.csv"": 0.75, ""PEMS07.csv"": 0.75, ""PEMS08.csv"": 0.75, ""Solar.csv"": 0.75, ""__default__"": 0.875}, ""tv_ratio"": 0.8}","{""alpha"": 1, ""batch_size"": 64, ""d_ff"": 512, ""d_model"": 256, ""dropout"": 0.2, ""e_layers"": 1, ""horizon"": 96, ""loss"": ""MAE"", ""lr"": 0.0001, ""lradj"": ""type3"", ""n_heads"": 4, ""norm"": true, ""num_epochs"": 50, ""patch_len"": 24, ""patience"": 5, ""seq_len"": 96, ""use_c"": 1, ""use_c_exog"": 1, ""use_t"": 1, ""use_t_exog"": 1}",0.3820582801653035,0.2553836264392825,0.46207163636505777,193.7465305181591,76.80631937122897,-1.0,65.62945649493162,62.46332470425353,0.3695763418918818,0.23896931623816214,0.4469756418555656,364.1620794219624,80.58145918458317,-1.0,69.86313301984465,63.39490445856989,ETTh2.csv,60.31664800643921,0.00030112505732964327,,,
