model_name,strategy_args,model_params,mae,mse,rmse,mape,smape,mase,wape,msmape,mae_norm,mse_norm,rmse_norm,mape_norm,smape_norm,mase_norm,wape_norm,msmape_norm,file_name,fit_time,inference_time,actual_data,inference_data,log_info
DAG,"{""deterministic"": ""efficient"", ""horizon"": 96, ""num_rollings"": 48000, ""save_true_pred"": false, ""seed"": 2021, ""strategy_name"": ""rolling_forecast"", ""stride"": 1, ""target_channel"": [-1], ""train_ratio_in_tv"": {""AQShunyi.csv"": 0.75, ""AQWan.csv"": 0.75, ""ETTh1.csv"": 0.75, ""ETTh2.csv"": 0.75, ""ETTm1.csv"": 0.75, ""ETTm2.csv"": 0.75, ""PEMS03.csv"": 0.75, ""PEMS04.csv"": 0.75, ""PEMS07.csv"": 0.75, ""PEMS08.csv"": 0.75, ""Solar.csv"": 0.75, ""__default__"": 0.875}, ""tv_ratio"": 0.8}","{""alpha"": 0.5, ""batch_size"": 16, ""d_ff"": 512, ""d_model"": 256, ""dropout"": 0.0, ""e_layers"": 1, ""horizon"": 96, ""loss"": ""MAE"", ""lr"": 0.0001, ""lradj"": ""type3"", ""n_heads"": 4, ""norm"": true, ""num_epochs"": 50, ""patch_len"": 24, ""patience"": 5, ""seq_len"": 96, ""use_c"": 1, ""use_c_exog"": 1, ""use_t"": 1, ""use_t_exog"": 1}",0.29968222378275455,0.15982252031233732,0.3819950161931783,155.97460121424768,62.83170034063951,-1.0,37.10148410561543,47.67961184471645,0.29968222378275455,0.15982252031233732,0.3819950161931784,155.9746012142674,62.83170034063951,-1.0,37.10148410561543,47.67961184471644,Electricity.csv,1296.0174353122711,0.003938360265923063,,,
